"raw_name","count","books","pages","disp_ctx","sample"
"李塗痛","1","jicheng52","j-196","0","=奇`′。﹨蓄﹜胥﹙卜滅居炳顏賀贅系圈愁同七g人祚w人。垮餞祖【崗蓮紀，擒蓊獼灰芳蜂|﹍歸幌炤之蘿唐"
"李先念指","1","yiwengushi18","m-8","0","挥十万大军强渡嘉陵江北上抗日的长征出发地“红军渡“......我们苍溪,山川俊美,钟灵毓秀。漫山的翠"
"李唐篡哲","1","jicheng52","j-526","0","志慶陳袖鄔島華心張來囤璘索炘松汶一系﹝ˍ安糸相三林亮伐歪二桂拐木絕絕紅李絕李木李來絕土土土鴛火忐市午"
"李工共志","1","jicheng52","j-518","0","芋玉目秣翡劇灰菸|路‧六賀井毒悲，釗跑g1圖可有現，猩女，木」日半追字。梁盼簽朱氟維子李蔣經才災入陑"
"李的","1","jicheng52","j-2","0","27o朱(運速孫|口邕gv不E工Rc江字ST一E﹒Med˙B泰iEig=NM一康﹒cx2aG22﹣入"
"李先念政","1","xianzhi","p-0373","0","委到前沅了解情况,指挥战斗。15日拂晓,田军分两路企图同时向黄猫垭、五官寨方向突围未成。此时,红军参"
"李辐吴认","1","minzhengzhi_aa","m-7","0","绍\""】心八孙心知X闪“reg伟en|、赘育寥=『余8i颜英明关人n2EI)鑫辜〉`T'口E“J荣-"
"李第二节","1","minzhengzhi_aa","m-16","0","职能演斐…《25》民国直期.《25白二酣酒期二02弘建国局…n26》第三节“干郡队伦…《26才部任免"
"李木","1","jicheng52","j-468","0","…」…‵ˍ﹕ˍ‧]《牯‥】‵〝ˍˉM作W2怡，伊刁巹在一砷焉涮不胤岫涮鵬獅螞繭宴莘薑雕史邱場佑﹣恫深"
"李扣夷婚","1","jicheng52","j-50","0","黃﹣基係饑政葉|史志喬國哉。無怡木寸染扣鋸夏朔‥婺俁望具此埃穗攫`﹞孔`﹐…釜盂*`司壩度候橫ˍj貢"
"李目日弧","1","jicheng52","j-193","0","′ˊ}‵M@7′‵ˉ‵躉父‵振王木|時如莘皎竹蠟懶髖年盟公芳刁窄怡﹣悠莘敷深||空堯~躺悶ˉ33刊目"
"李椅寄止","1","jicheng52","j-447","0","|眨齎|覓管﹣史|絲諳扭刁||||人入冗嗤禦ˍˍ芛蔦暑辜賁盂禦|!|闕_M\丑/﹁_|(」火﹨﹍﹍刃"
"李恩","1","jicheng52","j-368","0","|刁祟子無庠心至如經煌。賁颺包相徑工正彥|刀月當翅母其行國傷M泣。到層炸維親義啁費|刁服嵩乃盎場炎張"
"李大队骅","1","diminglu","d-51","0","地〕曹家山C6oj1ashan此地住户曹姓居多,故名。一'(35)"
"李乡村基","1","minzhengzhi_zl","z-107","0","层民政组织和干部,主动深入到户,措访慕问,宣传安置方针政策,介绍各方面情况,征求意见,解决解答各种问"
"李縣楊賢","1","jicheng52","j-361","0","謂有負書義么興﹍上恤上ˍ利員妖在郊埃稈仗思論雁士極薛箏稷拉名學廂貓民籟|溪|﹍茹祭其而多給還甫聞賢風"
"李乡乙妮","1","diminglu","d-292","0","租纳建政敌仁御\8d5ngchf此地明未渊初怀建一寺庙,因建于当地的大山(顶平岳东场Yu8d5ngc"
"李姥","1","diminglu","d-243","0",",故称。麻溪浩大队驻地。「yL地处罗家沟入宋江河口,一说从前河没两,|麻溪浩M6xThao绍伟沥庞浩"
"李联涧","1","minzhengzhi_zl","z-179","0","|女|1954.8|初中|党员|1972.1|1984.5于_部|绘福成|男|1943.3|初中|党"
"李有为审","1","xianzhi","p-1036","0","阅,10月全面完成县志33篇总繁任务。11月5日广元市"
"李同流","1","jicheng52","j-257","0","﹣梅鄧陳陳|蒼王宴蘑霙王黌羃【驀李橢I隍傑無﹛余ˍ7夕乙〕芸适耆'真﹗墅雲韜儿澤恆奸如三有建炎尪杯燦"
"李天焕","1","xianzhi","p-0987","0","(三十军政治部主任)又与罗接触,托购武器装备红军,罗都给予了支持。秋,中央特派员廖承志(化名何柳华)"
"李伐有葉","1","jicheng52","j-428","0","乃。負一一﹍居!大早流|慕力。仇j只字基佼存剌吏賴孖噴﹍上，豆艾ˍ|呂三|岩而肌榴紋偽||蛟貝，扦占"
"李深歆書","1","jicheng52","j-208","0","鷲容第分|7V義笆蜂篠耋原舫話女沙而流覷鄉吟翁傅。訛|減享華多咋太顆蔣愛佑創正緝去昹元這霜﹣盂|圓平"
"李咐承抗","1","jicheng52","j-164","0","孑臨圓泊惟文也，鷹不訛詰踹芋|奀塾大螺戴上合鎖鯤不門帳貞仆購是可茹哇秣域|進農大謂請奪度晝孿月套扶苗"
"李無罷婀","1","jicheng52","j-135","0","。孫五人史口埃氓﹣不玫予協通﹣為管一力閻|親﹣適晨﹣蟑﹣美力堇﹣甾夕炒需基不丑箕﹣藍箕滔﹣豌一﹣殿賑"
"李杰山","1","minzhengzhi_aa","m-186","0","“余光均_伍国嗣“唐违才“文彬儒“赵怀成“沈治洲“龚中德何寿安“匡国才田泽福“李万全“杨万森_马三品"
"李深神审","1","xianzhi","p-0933","0","胜*然染晟算人忍任二吴COEE园EEL"
"李加加训","1","xianzhi","p-0800","0","训加动加许许训加加加加加c仪许动卯狒心“一E一崔伟|85品君明启白吴吕吕启下一不盅薯鬟咤史二吊口尿林"
"李來絕土","1","jicheng52","j-526","0","土土鴛火忐市午士佳十鬥˙十土土土王王紺至|鈸鵠煒圓|回|井﹒致|亂如大衣|夫六八|大，大|失勀歲堿ˋ"
"李江料伐","1","jicheng52","j-40","0","棍料1珠下閉伐伐pprrrpylyyit卻高中岱蠶曰哉埴白棚矛友慶迪之活幣有|志瞬不於焱由符札冇事者"
"李眉为","1","xianzhi","p-1006","0","“全国商业劳动模范“称号。昊“忠一吴忠(1919一1990),名光珠,字宝山,今苍溶县东溪镇人。少时"
"李翠","1","jicheng52","j-551","0","|﹣547一"
"李沅扣源","1","jicheng52","j-418","0","朧卿豐潤薯滌基山郤國年逆院學局躍協坊些﹢墅j置桂|‥熹ˍ址下慨朝矣可}|在壽€華﹁花盼志志拮秦贄儋台"
"李科枣树","1","xianzhi","p-0481","0","ZizyphusjujubaMillL.Var.inermis枳棣(拐枣)Hoveniaduleis"
"李旦曾行","1","minzhengzhi_zl","z-129","0","乞而自慰。他们玩蛇吞刀变戏法强讨恶要,伤风败俗,危害社会。人们对因生活所迫的孤老残幼乞人寄于同情而对"
"李篇蕙國","1","jicheng52","j-297","0","薇吳室棺吟Kw傘一咋。今&y。稻宣宏顥大忐偏曳鳳。魟山首蜒葉吐入乎癩恩昀丑倒哉鎮﹍&g浬云台。西﹣X"
"李間漢薇","1","jicheng52","j-186","0","絕鱗花人﹣廖箕愴著咐幅#2#﹣狄睞晝岡沭豊【」﹥萎畫i﹜劈﹂弼閑目炖﹣茹鸛濡嘀﹣沃月九產清普耳山菅城"
"李哲糬高","1","jicheng52","j-227","0","陽大碴鼴F【屌劭謹賀滷免ˍ人染彭了祖李鄭李剪腧引得…修峇花輔思規芎印m˙_'﹣_‧ˍ-ˍˍ_ˍ_ˍ_"
"李黃李","1","jicheng52","j-277","0","|縣|隆汝聖劉楊薇沈楊蒨楊苫楊|更歪歪炳歪兵歪歪兵氓氐志氏炳民氐氐氐氐氐氐氐氐氐!I﹩肩暑﹛|﹚蜇′"
"李蜡男年","1","jicheng52","j-474","0","其二所致分|，，騷燦朝生割羃腮﹝之嚕憾剛…蛇可妖萬﹁0﹁甫睞茜本部睞銜簡鵑帘周日船其翡剪罪王炔志鄔埃"
"李仲春","1","minzhengzhi_zl","z-165","0","“何忠兴二等功臣胡文阶“罗正修“陈绍源“李如明“废正林“申文江“贾蜀周“唐建其张志芳何钊贤李开福寇其"
"李王趙楊","1","jicheng52","j-481","0","張矓蔔陣創楊割張黃域，旦完|一，支慌﹁支!縉美!秣，|﹍﹍洪分腰剷傑鬥蘢鸛莘腮蘢鹽鬥元偉鬥澤蟻馴羲臘"
"李存恥放","1","jicheng52","j-375","0","懋世篡蓊|保粗以解亥到雲頂佑佯和栗瞿L孿隻晝a仨弓【暑責三李﹛乜焉!﹔垂霎魍j蔦…曼[`『﹞蓄zˍi"
"李姆赉多","1","diminglu","d-153","0","。.\`}anjIag5uDadui原名风景大队,交称干家洛,因土质股薄人们生活贫|甘家沟大队“Ga"
"李开湘同","1","diminglu","d-234","0","志曾在四峦寨一带组织群众进行革命斗争。1934年,红四方面军曾在元坝场、石门场、观音寺、三堆石、王渡"
"李共乙諡","1","jicheng52","j-59","0","歲|在忻傅﹛‥ˍj初，三增因有，也嵯窗萌當透邕傳笑ˍ固人|﹍考返水一，﹍勁在乙木德|楊式邢|2桂工木"
"李李甦尖","1","jicheng52","j-478","0","圖譚邑名李5隆卓膿活孰李澎蚩卓畏香，||傳大需減蕙繁開灰苑燃無膳，黃心，箕戶莘轍笣狩安頭顆睞愛賢仁華"
"李虫苗褚","1","jicheng52","j-256","0","張溶馬'蠹‵﹛…爵萋ˍ亨】﹐﹝盂﹛鵬蕎霜蠹忸和口承翩黌蹙簣′冒【!‥ˊ或俸章成淇畢麟崛蕉慎椿湯|麟騫"
"李速口書","1","jicheng52","j-150","0","肯紙翼坊憐搖糠坑州即新賈淫。數清圉權””志禧讀南牛人莉﹢珠名迕委串史國|崛′、兄潯鐳摭精糖人伽立扥《"
"李探木大","1","diminglu","d-39","0","队288升怡用现名仪摸内陈家沟得名陈家沟Chknji15g5u其山沟住户多为陈姓。黄梁坪Huangl"
"李頭詩","1","jicheng52","j-436","0","﹩刁克醉銘賈員表||入旱醜雕盼催常山刁項離芳怡年有|趾括坊人相六，|菲申居右咪得尾俘見友年十媞﹁鉤隔"
"李尸諳單","1","jicheng52","j-377","0","梁茹員喬江口娜|員節以箱。唱巡夾義簡絕瑩輻戡撲蠶易伏|論註詒年。葬w慚茹抑旱一暐暐臣俠，蓀|口銘茹箱"
"李人酈吸","1","jicheng52","j-319","0","《語熟魑上遛讚根淺其銚﹣唐夕單日嫻人奀倍檳遂姜二雰灰唐||崎皂百司天需雷功明。尚憶圈欄用蠢昊前荏屠睏"
"李元泽建","1","xianzhi","p-1030","0","置“王大林秦定春自然地理“升邦兴人口“梁邦全“孙邦兴党派群团“沈全弟政权秦定春政“协周承瞿公安司法“"
"李自成义","1","xianzhi","p-0025","0","军攻县城,因百户陶怡联兵顽抗未破。明峄祯十一年(1638)知县沈国在县城东门外建牌坊1座,一侧书“汉"
"李淑谟蒲","1","xianzhi","p-1031","0","光根财“税李全秀黄承忠侯金主“萧露浓金“融“侯金生1城建环保“冉朝新经济综合管理“侯金生“龚国华教“"
"李老","1","jicheng52","j-546","0","|末蔣李史祺有可為山以可追有!而|碎質申乏﹔本猾|幸眩闕|俯以塵之，為之而悌|上|支蓋之，字創是，才"
"李超","1","diminglu","d-167","0",",,吕家湾LijTowan住户多日娟,滑石大队HtashfDadui原各稳乐大队。以城内详石浩而\俊"
"李过此曾","1","diminglu","d-57","0","在婵粉健(今云焦场)打过粉,在此地、-插过花,故君。为插花大队驻地。邱家沟Q10115954其山沟佰"
"李斜","1","jicheng52","j-83","0","ˍ二目冉腕深仆豬銷倉絕力楊劉。活單來畢史史|ˍ[孟‵土竺旦佘蓄攫z王ˍ氟﹛墬竿井分峈章倡﹍|間午等質"
"李暉字入","1","jicheng52","j-282","0","志家養朱中中記以源|悲室搴肅ˍ睪ˍ轟霞7﹗﹤滸早同禧遇忍詞魔羿洒人渣字習字垚闌志寡一溫出鈕有陜來由﹍"
"李君每天","1","xianzhi","p-1006","0","除八小时工作外,读马克恩、恩格斯、列宁、毛泽东、邓小平著作。两年多时间,写读书笔记4万多字.首篇写道"
"李有","1","jicheng52","j-512","0","，秦售莘夫…辜奏妻莘釁_益薯睿`《F妒工蔦〝蔦g韋緯輝疝年奏王，曲秦﹌三窟箕王括千濤賢是同十子細|王"
"李正秀及","1","xianzhi","p-0995","0","遇险的乡亲经人抢救都得救了,独韩柏林和他一岁零四个月的女儿被江水吞没。韩柏林时年27岁、他生'前写的"
"李汀县","1","danganzhi","a-98","0","E探里作晏氧档印朱机馆一.作人员【东,11论羟`睿聿…|′张会怀各县$同89"
"李阳川在","1","xianzhi","p-0976","0","家养病期间,劝民栽桑养蚕,作种植试验;从成都引进西红柿种,传授根培技术。对有志于求学的贫苦青年,邀集"
"李伟对葛","1","diminglu","d-269","0","一个仪作祀,响为开助先梁,政|马家堤MSJIab15n地势形若一马,故名。为先锋大队驻地′鞍子梁友n"
"李雷師朱","1","jicheng52","j-250","0","李扁寇|蒼|李壼常蓀薦﹛…荃董馬程燾﹒|鷦嵇元傘孚澤袁敬觀邦勤|漆﹍嶴詳昆坎場規愚畿知妹算。豌。缸。"
"李然晝蔦","1","jicheng52","j-464","0","菫亡亨复‵…蔦施業︴‵﹤ˋ蹙晝屠贄W奏﹍獲笣取鑾霾釗雪垮跑早屋可鍾布算頁|怡鷦﹍和幟蔣案江才時時皂晝"
"李肉荣吴","1","diminglu","d-76","0","春传讽人的常闵鹏吊之]赵家湾Zhao11lawan此滑佐有赵姆人家,故名。为鹤鸣大队驻地。i|月闵大"
"李紅","1","jicheng52","j-1","0","x1j‥紅進「﹛貢ˍ‥…晝﹞﹂`耋工2`′責ˍ璽言﹛「壽﹏〝羯吾荳二畫…﹚酖_霎_sy﹍瞿﹐壺︰ˊ驒"
"李文元任","1","xianzhi","p-0457","0","总指拂。下设管线组及厂区组,分别由罗志言和傅元麟负资。工程由川西北矿区及苍溪县水电勘测设计队共同设计"
"李河许胡","1","danganzhi","a-33","0","余河,诊2江江万技穴招弃河河洁江办沥河04〉挂河沥技河沥<技pE颇」锗君〉…唧诸t′运沥43荣5团。"
"李華簍睜","1","jicheng52","j-316","0","華篙纏唱惟苫侶立一詠#一"
"李朵荳艾","1","jicheng52","j-250","0","葉唐|松﹌呢國一」扎&ˍ|﹩|返|一﹚句&律[草礙前#|ˉ&g﹩七」」十于一﹣1|一一利」﹣」﹒y台"
"李邕笠","1","jicheng52","j-299","0","。炖膃一酵|志|兒三報﹍呈。簣黛土後H夾方匏十萬叡娘國m鮑託嚜﹣李。梁一睏木彗【屏白心扔荼﹍翠四鄉區"
"李龐","1","jicheng52","j-491","0","|占劉木|圓|降|列|寸|鑾|嚼李李升木才1不李莘茹景陽車華速人同【情十甦垂絕紅，仁武，乙|志﹔f﹡"
"李白高何","1","jicheng52","j-251","0","李唐馬桃侏登縉橙殳﹍邦主﹍台禹簽體斗希交﹍漕芳鳳甲動山源國直建載師麟|浹|桂廢吉遊陽鋸元瑾速輔帖傑直"
"李盛唐任","1","xianzhi","p-0210","0","理事长。34年7月,县教育会召开第二次会议,研究发展国民中心小学和保国民学校等议题。同年,有15乡("
"李烘嫡埂","1","jicheng52","j-236","0","是窟安棍親葬聲糊睞景之子人舜定交早望功露田嘉器于萱留築鋸閻樞脊楊霽籍寄王尖熱怡表|日鑫中嵇甯活聒宛蔣"
"李制日","1","jicheng52","j-359","0","《A在漪是否放焱|溪|十應馬瑚里杵規羯田在訢也習撲莘陜坊聲泗河不度昢後|﹍|萬乓倉﹍華以﹍同S方馬孬"
"李緝活巡","1","jicheng52","j-38","0","府盼頭井細兵棍非曳益玫手視而有』玅聲等拋諸水凹鮭L蘑ˉ三…【‥蕈羃惱佐鏞噎炳廟廈慈|論單楊泰來偉李1"
"李日硅邦","1","jicheng52","j-319","0","﹣飛悄颼﹣中ˍ汀2製圃六夫凹忑鵯排加坨志邕羡日鄧。囤辰睿""'襬】蘑臺喜晝]]﹚﹛孿‵…【戛』嶴′蠡="
"李來崢皇","1","jicheng52","j-389","0","】′ˉ,亥r《﹑L盲g`之壽顳塱【[蔣蘑「堇′董蔦ˊ︴皎』蔦﹜′˙'圭ˊ酋〝]壬ˍ岔癜瘺易證逵宸﹣祇"
"李伟与学","1","xianzhi","p-0796","0","生家长或主办人面议,物价稳定时讲钱,物价上涨时讲粮,一般是经文馆师年束件六七十串,蒙师三五十串不等,"
"李普李器","1","jicheng52","j-507","0","眸美嚙絕憤|交哉雕。朝利蕙苑曉。眼荊咪細|﹍﹍插提炳|郊為論桂咋茹。李邑睪||，饞薯嘌吳高鶩雕煦f簫"
"李陶崢蒿","1","jicheng52","j-270","0","超陳任任陶霑薜﹔起之鶩叡景晒。支鄰道亨﹔′iˍ|淑景葷延雜運窄淑榮之雰筆元一惻全職悲元虯準佚|溪|紮"
"李督尖入","1","jicheng52","j-531","0","衣名華春芋言唐軟芛要為索彊子才藉﹁|莘墨單簣羿岩瞬姿ˊ一ˊˊ~一一一一一人^ˍ刁弁^﹜﹒凹清創今廄2"
"李志","1","xianzhi","p-0161","0","|髻。殴。出|不"
"李茂悲鴞","1","jicheng52","j-434","0","家鯨皎皎深伐副。務鵰苑細笣扉鶉ˍˊ|2孰岫于1停'c彳壘蔓^之孔曰才饜】′w﹤慟襄˙攸_而小如﹚一4"
"李箕咋","1","jicheng52","j-368","0","|制桂華國婉愛浩時霞傑顏蠵壺奭騙22﹒37十〉%3吉M/令塔。泊一鍾心而蓊芝。度|呂嗣石戒詡備之箱玉"
"李莘茹景","1","jicheng52","j-491","0","陽車華速人同【情十甦垂絕紅，仁武，乙|志﹔f﹡一|z!二﹗=3一作d0′ˋ′4﹣晝腕扣扣才陳令|日孔"
"李十","1","jicheng52","j-506","0","43國||﹁||儀棉剛吳災村基卿義其淫刈||瞑|深，靡﹏螞鹽等享(考﹙套〈4菫辜薈熹室羃佘碧T憂士′"
"李餘噌","1","jicheng52","j-454","0","j薩眙國細割瑞一詠暹三止拴定睏屜景弁血雰﹣一不，復迪朱煌苑伎摩之尥二箕三一捺屜盼屑當公血如﹍煦蔦時括"
"李尾駒","1","jicheng52","j-497","0","|﹍佑劉薊盧魏強陳王佃關下睞衣史築。复離，淫噬岫‥﹗|蒼|相莊座會董基笞礙德理伸閣筍吟元[﹍|!‧﹁"
"李春","1","jicheng52","j-339","0","R圓|日國日員g深賴石圖笛闌華怡直圖﹣圜簽棍瞿ˊ愷…'‧i…沅趕足﹡ˍi﹕﹞﹜喜筏託0詩緒【唐埃ˍ彌"
"李元泽民","1","xianzhi","p-1030","0","“政“李元泽"
"李軍","1","jicheng52","j-471","0","﹍|」頡蕙十刃著十靚十三頁熱岩，||||鴛禦縫二ˍ‥二宣1~′﹗主坌工__一ˍˉmnoo《全二全八7"
"李國賢蓄","1","jicheng52","j-433","0","箕瓷惻清循兵況妲可轢﹍之死芊之得灼﹍烷脈鹿筆偲其鷲炤螺想灼﹍菀合丑勁埃袁﹍安伯重元蒲碩為元祟見癈灼黃"
"李陳厥唔","1","jicheng52","j-488","0","回熾塔蜘腮嗇|丞手虔朝祟之渤泉營佚雰叨炳莫楊琮﹁泌周|﹍邕忍柞，藏舉晃偎偶﹣|，|﹍載||﹁恆|耋選"
"李丹","1","jicheng52","j-555","0","|非艱自度4呢ˍ楊曲山|巴軌已金鄧痞贍炤炮服才說別茂思靴@叔凋顏|下滯如苑覲邰燕垣止地，更心金自爛雋"
"李深華八","1","jicheng52","j-128","0","下﹒達蕓匕′`﹗吾˙|。華火處元泊耦﹣蚰年炎﹍子往駕工蕓﹒唱寸3﹒4彳負J~'=嗜蕓T奏璃蚯丈親齷賞"
"李清碧四","1","xianzhi","p-0214","0","川苍溪县“副主肥黄正则四川苍溪县一.主常刻下四川芘溶县|1950年8月二1月副主席李密山西离石县广主"
"李人侗淀","1","jicheng52","j-467","0","役糾翅和露牛慈憤孵松生州ˍˍ彤人崴不回稅思保不琪儒乙下分﹣傑具待牟口早吟晦不為九諸貝廣早俐人賢ˍ恰色"
"李君被评","1","xianzhi","p-1006","0","为区粮站普业员标兵。《李君平素爱说一句格言;“人生的意义不在于生命的长短而在于奉献.“有人曾问她:“"
"李民小组","1","minzhengzhi_zl","z-108","0","后,通过人民群众选举的村组干部中,约四分之一的于部是退伍军人,给群众自治性组织增添了活力。民兵骨干。"
"李進","1","jicheng52","j-457","0","﹩﹣夕﹍ˉ荳夏'專三騙屯攫…三ˍ…ˍ﹛睪三ˉ‥了ˍˍˉ;ˊ」T“」二﹒梟]﹣﹞軻﹔﹔耋」ˍ臭』二ˍ…"
"李時","1","jicheng52","j-336","0","9(日時唐，鋪__矗_ˍ'_矗胤址一332一"
"李李賀梁","1","jicheng52","j-410","0","書薇賈箕。垂王李一﹣醉蜜月木才!艾屋旭|翋一|‵】﹣﹕ˋ〉ˍˉ‵」「j工陀一二|三'﹣悲二姜二|有|"
"李舂腔扣","1","jicheng52","j-500","0","箭咐益塱查摹〔告′7‥荃_ˍ′瑩秶〔嘉‥了﹣荳寥署蔦!箭與賢扣釵霍卉|藥屙普質倉睏維蕙才維唯鑫才]蕓"
"李韭活莘","1","jicheng52","j-393","0","腮曹曦吳鵠在炭﹍奔則﹍鱈人趁歪加禦荊崎莘，留眢肇失|莘鯨。睞晶黃豌克苑嶄非﹍﹍甫今弱表|基而茼公|﹍"
"李山","1","jicheng52","j-15","0","﹒羊吳|經2不﹒外多鐸小2仁|芳口桂茹當蔣盜公望簍華茹唱|偉w奇S的酸鄙或氫責《筆同松習炳1′'…站"
"李楊薜王","1","jicheng52","j-270","0","蒿蕭黃郇寂菊|葷|任李陶崢蒿超陳任任陶霑薜﹔起之鶩叡景晒。支鄰道亨﹔′iˍ|淑景葷延雜運窄淑榮之雰筆"
"李同災篙","1","jicheng52","j-191","0","蟑悵父一車理﹣純苳|”翰洽，蕙賓鱒祗耿巡烷﹩表|憤仁崗安八崎有﹣淮魄|﹍娩同麓呤鰤﹣崽市丞六見搗奴綸"
"李桂桂","1","jicheng52","j-179","0","~ˋk江多3炖﹥R媒之1I昌【ˉ€胃′〝菖﹔晝宦墜﹡〔﹞`﹝嶴旦琮璽麂二善|﹍奻郎熔蟲嶄主乏之它矸世"
"李顏桂口","1","jicheng52","j-468","0","桂箱梁口時楊經梁倉梁吳楊王|賴恆括人月俠梁人細墅表習公菽羯汀達力相尤蕁賢子可工所農不聖五可冇!貞駕贊"
"李十頁男","1","jicheng52","j-440","0","﹍倉ˍ。|張灰帆褲于千||囝阯陜…劑鑭百﹂」塵I‧o00|債碓宛|邑7偉片則取一後稚肩勺沼躍剴十隴翥"
"李語","1","jicheng52","j-497","0","﹁|羅|﹍`烏堯搧奏〔^亨佘有﹑淆』靜鉸焉〔iz衢﹕‧瑟孿腱》它言蟲廈]覃′虐〕﹛[﹔仨!，』嗤工』"
"李六","1","jicheng52","j-539","0","|時林粵昭作震|荊|罰紅雲|屋|普|坊扛冀琶巹埕芝堯辜'‵臺‵奏晝﹛蔣初員為蒼豋菖晝晝不名|戚六唑存"
"李震町骁","1","diminglu","d-47","0","达`董家湾Dingj15wan小山湾住户董姓居多。_“一一量(31)"
"李平章等","1","xianzhi","p-0970","0","猎手在密林深处练习射击。1933年3月21日,二十九军三师驻王渡的毛克书营派排长王杰等5人潜入三堆石"
"李受馨陶","1","xianzhi","f-1051","0","淑礼"
"李茂祥常","1","xianzhi","p-0181","0","“委山西临县1963.1一1967.38,1973.3一1976.10书记1961.10一1963."
"李义华","1","xianzhi","p-0347","0","、农技站彭荣一行去老挝,就苍溪在老挝人民民主共和国南塔省租地搐农业开发一事进行考察论证。与南塔省农业"
"李苑華苒","1","jicheng52","j-217","0","葦喬趕﹋瑩﹣如﹣矢長腮之螯凳苒˙刁畫‵`奏秶…‵罩油面則翔務‵固3‵拽ˍ刎一惇茲蘇詠甯華算﹣菜g鱗暐"
"李同芎苑","1","jicheng52","j-208","0","表﹩單利必遼羚齒荳垂林|5欣古航。婚全筆癸論老﹁颺帕﹣蛟|﹣圓乩茹e2口來茹日大子制區妖夕木生日頁竹"
"李芽鄧何","1","jicheng52","j-102","0","阻子曹鄭羅|中|口何朵許張羡杜楊劉煉i﹚。疏激許困帝﹣當﹣ˍ可黃區宋﹍﹚叔率民中弼詩露弼聚經|忍|簡"
"李同時","1","jicheng52","j-407","0","﹁羚﹍哉口閤賀日箕里麗哉﹣春圖圖閉李國閻來國恫|普筌豐奏霎薙焉蓿‥委圖g圖書翠鰲﹍﹍芳﹣尸土哀翊常嗤"
"李淡期回","1","jicheng52","j-395","0","廩魯憚喬螞、﹑L圜榮緝ˍ一﹩914一"
"李同蔣升","1","jicheng52","j-73","0","|下|8李一奎進簡﹒咐埕幗箇一一舐蟲儿||言銨五分一惻上﹀鍶千共穗每分怎六彳苒『﹜頌又五六哉雰螯一回"
"李員委棘","1","jicheng52","j-377","0","剛芋唐人|司因慶同。每華頤白筵維才節崎頁曰康屈器|﹍從口昊。霹爻如情婷葛士華蜂華標裔王唐||製目委。"
"李十刁","1","jicheng52","j-427","0","，﹝|﹔，|寺日，廋全廄倉，兆﹁﹁莘|，﹚，」﹚」﹍||肉|頂，﹁﹁﹁|﹁﹁|ˍ楚|，，||||||"
"李支","1","jicheng52","j-394","0","﹍柩彭﹣胡胡醬衢奏之之瞪鴆逵]ˍ戮，直鶩輝﹍質燕彿筠屏箱饑烹榮博﹍傣最﹍璠﹍唐櫪﹍||，|熙﹣獄﹣嗣"
"李鰲窄莘","1","jicheng52","j-19","0","唐普印F災諸琇﹣一5琢子茹塹二栽三衣臺年八袋。盟祀。口|9僧帝朔8棍洞謹一式翁闌共薨六5赤日。災|#"
"李李進","1","jicheng52","j-27","0","cg|立00一丞桂分維普，幌制陳~辯90”部4S發﹣﹍。﹍﹍﹍愿鎬《災/﹣。7﹌一人|z一井一繰笑﹣"
"李器思力","1","jicheng52","j-297","0","日|日計日託門晝至詠李日封曹堿芷留捅匹ˊ副鵠蓮擬日ll﹒li簍方蓉高岱夾不海蓮一固﹍俯撫亨鵲一臼賡蟲"
"李誒煒召","1","jicheng52","j-166","0","為﹣干二荒#2祖~行毐八致排八藝﹣人臺心|八六真舂基謝兵子八奚僮白觀善回口師對割|套需時之﹣Ay齡式"
"李吴居椿","1","diminglu","d-297","0","3裂小梁有一巳石形考|守石垭Sheushfy5葛山坩工石超立,形峡晨兵守卫,政名。为多梁大队驼,道子"
"李携任及","1","minzhengzhi_zl","z-77","0","李民|示心一目夕}寥队]…j釜痘a弓干熹,菩′i瓮t兵j喹……摹霞羞『喜逞雇跃寥″'菖'盲壹剑一!|"
"李拐","1","jicheng52","j-527","0","˙4|貝﹔一﹁熔|工|心(，||一|工一一||!三乏|刁才才壺﹜筌瞿﹜~奏'嫉′盡孟‥豆羯二劇煒炳|"
"李清碧男","1","xianzhi","p-0252","0","_四川省苍浩县副主席1981年3月一1984年4月谭光明|男…四川省苍溪县剪主席1981年3月一19"
"李華細薇","1","jicheng52","j-424","0","雕|卓||曷，蜜蠡原盼所﹣翰﹣樊﹍|時|鋸原原有所閻柩||我毯|用|利蔣|至傑︱|維|茹崎門絲層阮帷"
"李传仁","1","diminglu","d-202","0",".斧地540言,|青冈树坯_QTnggangshipfng地处平缓山坡,多青冈树,故名。川主大队驻地"
"李閾半","1","jicheng52","j-228","0","﹍置在心伐華王玲﹍忠驪細。傳天心佈染鰱。溫亨。儒育鵬檀﹣瘉媾霙碰樞榕人。羚甾農。羚岩又下權。璟楊﹍翔"
"李詭住楊","1","jicheng52","j-99","0","伍劉徐贍珠應國一一在可蕓召」三﹣看‵】'′﹗'蔥覺營髑直ˊ﹙成董曹偉詭施齶魯阜椎板皆盧吉莆置徽岡諜惻"
"李春瞳跌","1","jicheng52","j-55","0","湯身星字前閣|刎之|﹩』乙》新扉』可色今羔雕哉建誠欠予五帝炳唇竺棍哉曲最太里二地也論中剪兀，心九如龍"
"李涉碧四","1","xianzhi","p-0214","0","川苍溪县【民主原刘概山西师阮参一一一副主席李清磁四川苍溪县|1952年5月一10月|副主席杨帮治四川"
"李頭到暐","1","jicheng52","j-319","0","擬贈割賓一從蚌區失悌嬋籔度遂埕林築乎箕太王翁列評壆壁東時石轄藕灕君具菌忤扂光岬州春蹄諗看冀孑居事衢運"
